ID,Cluster
766194816,4
766194817,4
766194818,2
766194819,1
766194820,1
766194821,1
766194822,1
766194823,1
766194824,4
766194825,1
766194826,1
766194827,1
766194828,1
766194829,1
766194830,1
766194831,1
766194832,1
766194833,1
766194834,1
766194835,1
766194836,1
766194837,0
766194838,4
766194839,4
766194840,1
766194841,1
766194842,1
766194843,1
766194844,1
766194845,4
766194846,1
766194847,1
766194848,1
766194849,1
766194850,1
766194851,1
766194852,1
766194853,1
766194854,1
766194855,1
766194856,1
766194857,1
766194858,1
766194859,1
766194860,1
766194861,1
766194862,1
766194863,1
766194864,1
766194865,1
766194866,2
766194867,1
766194868,4
766194869,4
766194870,1
766194871,1
766194872,1
766194873,1
766194874,2
766194875,1
766194876,4
766194877,2
766194878,1
766194879,1
766194880,4
766194881,1
766194882,1
766194883,1
766194884,4
766194885,1
766194886,1
766194887,1
766194888,4
766194889,1
766194890,1
766194891,4
766194892,2
766194893,1
766194894,1
766194895,1
766194896,4
766194897,1
766194898,1
766194899,4
766194900,2
766194901,4
766194902,1
766194903,1
766194904,2
766194905,4
766194906,1
766194907,4
766194908,1
766194909,1
766194910,1
766194911,1
766194912,1
766194913,3
766194914,1
766194915,1
766194916,1
766194917,4
766194918,4
766194919,1
766194920,4
766194921,1
766194922,1
766194923,4
766194924,4
766194925,1
766194926,1
766194927,1
766194928,4
766194929,1
766194930,1
766194931,4
766194932,1
766194933,4
766194934,1
766194935,1
766194936,1
766194937,4
766194938,4
766194939,1
766194940,1
766194941,1
766194942,1
766194943,1
766194944,1
766194945,1
766194946,4
766194947,1
766194948,1
766194949,1
766194950,1
766194951,1
766194952,1
766194953,1
766194954,1
766194955,4
766194956,1
766194957,1
766194958,1
766194959,1
766194960,1
766194961,1
766194962,1
766194963,1
766194964,0
766194965,1
766194966,1
766194967,1
766194968,1
766194969,1
766194970,1
766194971,1
766194972,1
766194973,1
766194974,4
766194975,1
766194976,1
766194977,1
766194978,1
766194979,1
766194980,1
766194981,1
766194982,1
766194983,1
766194984,1
766194985,4
766194986,1
766194987,4
766194988,1
766194989,4
766194990,1
766194991,4
766194992,1
766194993,4
766194994,4
766194995,4
766194996,4
766194997,4
766194998,1
766194999,4
766195000,4
766195001,4
766195002,4
766195003,5
766195004,0
766195005,1
766195006,1
766195007,1
766195008,1
766195009,4
766195010,1
766195011,4
766195012,1
766195013,1
766195014,4
766195015,1
766195016,4
766195017,1
766195018,5
766195019,6
766195020,1
766195021,4
766195022,1
766195023,4
766195024,2
766195025,1
766195026,4
766195027,4
766195028,4
766195029,2
766195030,2
766195031,4
766195032,1
766195033,1
766195034,1
766195035,1
766195036,1
766195037,2
766195038,1
766195039,1
766195040,1
766195041,3
766195042,1
766195043,1
766195044,1
766195045,4
766195046,1
766195047,5
766195048,1
766195049,1
766195050,2
766195051,1
766195052,1
766195053,1
766195054,2
766195055,1
766195056,1
766195057,1
766195058,4
766195059,1
766195060,1
766195061,4
766195062,2
766195063,1
766195064,4
766195065,1
766195066,4
766195067,1
766195068,4
766195069,1
766195070,1
766195071,1
766195072,1
766195073,4
766195074,1
766195075,1
766195076,1
766195077,1
766195078,4
766195079,4
766195080,2
766195081,1
766195082,4
766195083,4
766195084,1
766195085,1
766195086,1
766195087,4
766195088,2
766195089,1
766195090,1
766195091,1
766195092,2
766195093,2
766195094,1
766195095,4
766195096,1
766195097,1
766195098,1
766195099,1
766195100,1
766195101,1
766195102,1
766195103,1
766195104,4
766195105,2
766195106,1
766195107,1
766195108,5
766195109,1
766195110,4
766195111,1
766195112,2
766195113,4
766195114,1
766195115,1
766195116,1
766195117,4
766195118,5
766195119,1
766195120,1
766195121,1
766195122,1
766195123,4
766195124,5
766195125,1
766195126,1
766195127,1
766195128,1
766195129,1
766195130,1
766195131,4
766195132,4
766195133,1
766195134,1
766195135,1
766195136,1
766195137,4
766195138,2
766195139,1
766195140,4
766195141,1
766195142,1
766195143,1
766195144,1
766195145,1
766195146,4
766195147,1
766195148,4
766195149,4
766195150,1
766195151,1
766195152,0
766195153,1
766195154,4
766195155,1
766195156,1
766195157,5
766195158,1
766195159,4
766195160,1
766195161,2
766195162,0
766195163,1
766195164,1
766195165,1
766195166,1
766195167,1
766195168,4
766195169,4
766195170,4
766195171,1
766195172,1
766195173,2
766195174,4
766195175,4
766195176,1
766195177,1
766195178,0
766195179,4
766195180,1
766195181,4
766195182,1
766195183,1
766195184,4
766195185,1
766195186,4
766195187,1
766195188,1
766195189,1
766195190,4
766195191,1
766195192,1
766195193,1
766195194,1
766195195,1
766195196,4
766195197,1
766195198,1
766195199,4
766195200,1
766195201,4
766195202,1
766195203,1
766195204,0
766195205,4
766195206,1
766195207,1
766195208,1
766195209,4
766195210,0
766195211,0
766195212,5
766195213,1
766195214,1
766195215,1
766195216,2
766195217,2
766195218,1
766195219,1
766195220,1
766195221,2
766195222,2
766195223,4
766195224,4
766195225,1
766195226,1
766195227,4
766195228,1
766195229,1
766195230,1
766195231,1
766195232,1
766195233,1
766195234,1
766195235,1
766195236,4
766195237,4
766195238,4
766195239,4
766195240,4
766195241,4
766195242,1
766195243,5
766195244,1
766195245,1
766195246,1
766195247,0
766195248,2
766195249,5
766195250,4
766195251,4
766195252,1
766195253,1
766195254,4
766195255,4
766195256,4
766195257,4
766195258,1
766195259,2
766195260,2
766195261,1
766195262,1
766195263,1
766195264,1
766195265,1
766195266,4
766195267,0
766195268,1
766195269,1
766195270,1
766195271,1
766195272,4
766195273,1
766195274,1
766195275,2
766195276,1
766195277,1
766195278,1
766195279,1
766195280,1
766195281,5
766195282,4
766195283,1
766195284,1
766195285,1
766195286,1
766195287,1
766195288,0
766195289,1
766195290,1
766195291,1
766195292,4
766195293,4
766195294,4
766195295,4
766195296,4
766195297,4
766195298,4
766195299,1
766195300,1
766195301,1
766195302,4
766195303,4
766195304,0
766195305,4
766195306,4
766195307,2
766195308,2
766195309,1
766195310,1
766195311,2
766195312,2
766195313,1
766195314,2
766195315,1
766195316,4
766195317,6
766195318,2
766195319,2
766195320,2
766195321,4
766195322,2
766195323,1
766195324,1
766195325,4
766195326,1
766195327,1
766195328,1
766195329,1
766195330,1
766195331,0
766195332,1
766195333,1
766195334,1
766195335,1
766195336,1
766195337,0
766195338,1
766195339,1
766195340,1
766195341,1
766195342,1
766195343,1
766195344,2
766195345,4
766195346,1
766195347,1
766195348,1
766195349,1
766195350,0
766195351,1
766195352,4
766195353,1
766195354,2
766195355,1
766195356,1
766195357,4
766195358,4
766195359,4
766195360,1
766195361,1
766195362,1
766195363,4
766195364,1
766195365,1
766195366,1
766195367,1
766195368,1
766195369,1
766195370,1
766195371,1
766195372,1
766195373,1
766195374,1
766195375,1
766195376,1
766195377,1
766195378,1
766195379,1
766195380,4
766195381,1
766195382,4
766195383,4
766195384,1
766195385,2
766195386,4
766195387,4
766195388,1
766195389,1
766195390,4
766195391,1
766195392,2
766195393,1
766195394,1
766195395,1
766195396,1
766195397,2
766195398,1
766195399,1
766195400,1
766195401,1
766195402,1
766195403,1
766195404,1
766195405,1
766195406,1
766195407,1
766195408,1
766195409,1
766195410,2
766195411,4
766195412,1
766195413,3
766195414,4
766195415,1
766195416,1
766195417,1
766195418,1
766195419,2
766195420,1
766195421,1
766195422,1
766195423,1
766195424,1
766195425,1
766195426,1
766195427,5
766195428,1
766195429,4
766195430,4
766195431,4
766195432,4
766195433,4
766195434,1
766195435,4
766195436,1
766195437,1
766195438,1
766195439,1
766195440,3
766195441,2
766195442,6
766195443,1
766195444,4
766195445,4
766195446,2
766195447,1
766195448,5
766195449,4
766195450,1
766195451,3
766195452,1
766195453,3
766195454,1
766195455,1
766195456,2
766195457,4
766195458,1
766195459,3
766195460,1
766195461,5
766195462,1
766195463,1
766195464,4
766195465,1
766195466,1
766195467,1
766195468,1
766195469,1
766195470,1
766195471,1
766195472,1
766195473,1
766195474,4
766195475,1
766195476,1
766195477,1
766195478,1
766195479,1
766195480,1
766195481,1
766195482,4
766195483,4
766195484,1
766195485,2
766195486,2
766195487,1
766195488,4
766195489,4
766195490,4
766195491,1
766195492,1
766195493,1
766195494,1
766195495,1
766195496,4
766195497,1
766195498,1
766195499,1
766195500,2
766195501,2
766195502,1
766195503,4
766195504,4
766195505,4
766195506,1
766195507,1
766195508,5
766195509,1
766195510,1
766195511,2
766195512,3
766195513,4
766195514,4
766195515,4
766195516,4
766195517,1
766195518,1
766195519,1
766195520,1
766195521,2
766195522,4
766195523,0
766195524,1
766195525,1
766195526,1
766195527,1
766195528,1
766195529,1
766195530,4
766195531,4
766195532,4
766195533,4
766195534,4
766195535,1
766195536,1
766195537,4
766195538,4
766195539,1
766195540,1
766195541,1
766195542,1
766195543,3
766195544,1
766195545,1
766195546,1
766195547,4
766195548,1
766195549,1
766195550,4
766195551,3
766195552,4
766195553,1
766195554,1
766195555,1
766195556,4
766195557,1
766195558,1
766195559,1
766195560,5
766195561,1
766195562,4
766195563,1
766195564,1
766195565,4
766195566,1
766195567,1
766195568,1
766195569,0
766195570,1
766195571,4
766195572,1
766195573,1
766195574,4
766195575,1
766195576,1
766195577,1
766195578,1
766195579,1
766195580,1
766195581,6
766195582,1
766195583,5
766195584,1
766195585,1
766195586,1
766195587,4
766195588,5
766195589,1
766195590,4
766195591,1
766195592,4
766195593,2
766195594,1
766195595,2
766195596,4
766195597,4
766195598,0
766195599,4
766195600,1
766195601,1
766195602,1
766195603,4
766195604,4
766195605,1
766195606,2
766195607,1
766195608,1
766195609,2
766195610,1
766195611,4
766195612,4
766195613,1
766195614,1
766195615,1
766195616,1
766195617,4
766195618,1
766195619,1
766195620,1
766195621,2
766195622,1
766195623,1
766195624,1
766195625,1
766195626,4
766195627,1
766195628,4
766195629,4
766195630,1
766195631,4
766195632,3
766195633,1
766195634,2
766195635,4
766195636,1
766195637,1
766195638,1
766195639,4
766195640,4
766195641,1
766195642,4
766195643,4
766195644,1
766195645,1
766195646,0
766195647,1
766195648,3
766195649,1
766195650,1
766195651,1
766195652,4
766195653,4
766195654,4
766195655,4
766195656,1
766195657,1
766195658,1
766195659,1
766195660,2
766195661,4
766195662,1
766195663,1
766195664,4
766195665,1
766195666,1
766195667,1
766195668,1
766195669,1
766195670,1
766195671,1
766195672,1
766195673,1
766195674,4
766195675,1
766195676,1
766195677,1
766195678,1
766195679,1
766195680,1
766195681,1
766195682,4
766195683,1
766195684,1
766195685,1
766195686,4
766195687,1
766195688,4
766195689,4
766195690,1
766195691,1
766195692,1
766195693,1
766195694,1
766195695,6
766195696,1
766195697,1
766195698,1
766195699,1
766195700,1
766195701,2
766195702,1
766195703,1
766195704,1
766195705,1
766195706,1
766195707,1
766195708,1
766195709,4
766195710,1
766195711,1
766195712,4
766195713,1
766195714,1
766195715,1
766195716,1
766195717,1
766195718,1
766195719,4
766195720,1
766195721,4
766195722,1
766195723,0
766195724,1
766195725,2
766195726,1
766195727,4
766195728,1
766195729,4
766195730,1
766195731,2
766195732,1
766195733,1
766195734,4
766195735,6
766195736,4
766195737,1
766195738,1
766195739,1
766195740,1
766195741,2
766195742,1
766195743,4
766195744,1
766195745,2
766195746,1
766195747,4
766195748,1
766195749,1
766195750,2
766195751,4
766195752,1
766195753,1
766195754,4
766195755,1
766195756,4
766195757,4
766195758,1
766195759,4
766195760,1
766195761,1
766195762,1
766195763,4
766195764,1
766195765,4
766195766,1
766195767,1
766195768,1
766195769,1
766195770,1
766195771,0
766195772,1
766195773,1
766195774,1
766195775,1
766195776,4
766195777,1
766195778,4
766195779,1
766195780,1
766195781,4
766195782,1
766195783,1
766195784,5
766195785,5
766195786,1
766195787,4
766195788,1
766195789,1
766195790,1
766195791,1
766195792,3
766195793,4
766195794,1
766195795,1
766195796,1
766195797,1
766195798,1
766195799,1
766195800,1
766195801,1
766195802,4
766195803,1
766195804,1
766195805,2
766195806,1
766195807,5
766195808,1
766195809,1
766195810,4
766195811,4
766195812,1
766195813,1
766195814,1
766195815,1
766195816,4
766195817,1
766195818,1
766195819,4
766195820,4
766195821,2
766195822,1
766195823,1
766195824,4
766195825,1
766195826,2
766195827,1
766195828,1
766195829,1
766195830,1
766195831,1
766195832,4
766195833,1
766195834,1
766195835,1
766195836,4
766195837,1
766195838,1
766195839,1
766195840,4
766195841,2
766195842,1
766195843,6
766195844,4
766195845,1
766195846,1
766195847,0
766195848,6
766195849,1
766195850,0
766195851,4
766195852,1
766195853,1
766195854,1
766195855,4
766195856,1
766195857,1
766195858,4
766195859,2
766195860,1
766195861,4
766195862,4
766195863,1
766195864,1
766195865,1
766195866,4
766195867,1
766195868,1
766195869,1
766195870,1
766195871,4
766195872,1
766195873,4
766195874,1
766195875,1
766195876,1
766195877,6
766195878,4
766195879,1
766195880,4
766195881,1
766195882,5
766195883,1
766195884,1
766195885,0
766195886,1
766195887,4
766195888,1
766195889,4
766195890,2
766195891,4
766195892,1
766195893,2
766195894,1
766195895,1
766195896,1
766195897,1
766195898,1
766195899,2
766195900,1
766195901,1
766195902,2
766195903,0
766195904,2
766195905,1
766195906,1
766195907,1
766195908,1
766195909,1
766195910,1
766195911,1
766195912,1
766195913,2
766195914,4
766195915,1
766195916,4
766195917,2
766195918,1
766195919,1
766195920,1
766195921,4
766195922,1
766195923,4
766195924,1
766195925,4
766195926,1
766195927,1
766195928,1
766195929,1
766195930,1
766195931,1
766195932,1
766195933,4
766195934,1
766195935,1
766195936,4
766195937,1
766195938,1
766195939,4
766195940,4
766195941,2
766195942,4
766195943,1
766195944,4
766195945,4
766195946,1
766195947,4
766195948,1
766195949,1
766195950,4
766195951,4
766195952,1
766195953,2
766195954,1
766195955,1
766195956,2
766195957,4
766195958,0
766195959,1
766195960,1
766195961,0
766195962,1
766195963,1
766195964,1
766195965,1
766195966,4
766195967,1
766195968,1
766195969,2
766195970,4
766195971,1
766195972,1
766195973,1
766195974,1
766195975,1
766195976,1
766195977,0
766195978,1
766195979,1
766195980,1
766195981,1
766195982,1
766195983,1
766195984,4
766195985,4
766195986,1
766195987,1
766195988,1
766195989,1
766195990,1
766195991,1
766195992,1
766195993,5
766195994,4
766195995,4
766195996,2
766195997,1
766195998,1
766195999,1
766196000,2
766196001,4
766196002,4
766196003,4
766196004,2
766196005,1
766196006,1
766196007,4
766196008,5
766196009,1
766196010,1
766196011,1
766196012,1
766196013,1
766196014,1
766196015,1
766196016,5
766196017,1
766196018,2
766196019,1
766196020,4
766196021,4
766196022,4
766196023,4
766196024,1
766196025,4
766196026,1
766196027,4
766196028,1
766196029,1
766196030,1
766196031,4
766196032,1
766196033,1
766196034,1
766196035,1
766196036,4
766196037,1
766196038,1
766196039,4
766196040,1
766196041,1
766196042,1
766196043,1
766196044,4
766196045,2
766196046,1
766196047,1
766196048,0
766196049,1
766196050,1
766196051,1
766196052,1
766196053,4
766196054,1
766196055,5
766196056,4
766196057,0
766196058,3
766196059,6
766196060,1
766196061,2
766196062,1
766196063,1
766196064,4
766196065,1
766196066,1
766196067,2
766196068,1
766196069,1
766196070,4
766196071,1
766196072,1
766196073,1
766196074,4
766196075,1
766196076,4
766196077,3
766196078,1
766196079,4
766196080,2
766196081,1
766196082,4
766196083,4
766196084,1
766196085,1
766196086,1
766196087,4
766196088,4
766196089,1
766196090,1
766196091,1
766196092,4
766196093,1
766196094,1
766196095,1
766196096,4
766196097,1
766196098,1
766196099,1
766196100,1
766196101,1
766196102,1
766196103,1
766196104,4
766196105,1
766196106,1
766196107,4
766196108,1
766196109,4
766196110,2
766196111,1
766196112,4
766196113,1
766196114,1
766196115,1
766196116,1
766196117,3
766196118,1
766196119,1
766196120,4
766196121,1
766196122,1
766196123,1
766196124,4
766196125,1
766196126,4
766196127,1
766196128,4
766196129,4
766196130,1
766196131,4
766196132,2
766196133,4
766196134,1
766196135,1
766196136,1
766196137,1
766196138,1
766196139,1
766196140,1
766196141,2
766196142,1
766196143,1
766196144,5
766196145,1
766196146,1
766196147,1
766196148,1
766196149,1
766196150,1
766196151,1
766196152,1
766196153,1
766196154,2
766196155,2
766196156,2
766196157,1
766196158,1
766196159,1
766196160,1
766196161,1
766196162,1
766196163,1
766196164,4
766196165,1
766196166,1
766196167,0
766196168,1
766196169,1
766196170,1
766196171,4
766196172,3
766196173,1
766196174,1
766196175,1
766196176,1
766196177,1
766196178,1
766196179,1
766196180,1
766196181,4
766196182,1
766196183,1
766196184,1
766196185,4
766196186,1
766196187,1
766196188,5
766196189,1
766196190,1
766196191,1
766196192,1
766196193,1
766196194,1
766196195,1
766196196,1
766196197,1
766196198,1
766196199,1
766196200,4
766196201,1
766196202,1
766196203,1
766196204,1
766196205,4
766196206,1
766196207,1
766196208,1
766196209,1
766196210,1
766196211,1
766196212,4
766196213,1
766196214,1
766196215,1
766196216,1
766196217,1
766196218,1
766196219,1
766196220,1
766196221,1
766196222,4
766196223,1
766196224,1
766196225,1
766196226,1
766196227,4
766196228,1
766196229,1
766196230,1
766196231,1
766196232,4
766196233,1
766196234,1
766196235,1
766196236,4
766196237,4
766196238,4
766196239,4
766196240,1
766196241,1
766196242,1
766196243,6
766196244,1
766196245,1
766196246,1
766196247,1
766196248,1
766196249,1
766196250,4
766196251,1
766196252,1
766196253,2
766196254,1
766196255,1
766196256,4
766196257,1
766196258,6
766196259,1
766196260,6
766196261,1
766196262,5
766196263,1
766196264,4
766196265,2
766196266,1
766196267,1
766196268,4
766196269,4
766196270,1
766196271,1
766196272,1
766196273,4
766196274,1
766196275,1
766196276,4
766196277,1
766196278,1
766196279,1
766196280,1
766196281,1
766196282,2
766196283,1
766196284,4
766196285,3
766196286,1
766196287,4
766196288,1
766196289,4
766196290,2
766196291,2
766196292,4
766196293,4
766196294,1
766196295,4
766196296,1
766196297,1
766196298,1
766196299,4
766196300,1
766196301,4
766196302,5
766196303,5
766196304,1
766196305,1
766196306,1
766196307,4
766196308,1
766196309,4
766196310,1
766196311,4
766196312,1
766196313,4
766196314,1
766196315,1
766196316,1
766196317,4
766196318,4
766196319,1
766196320,0
766196321,1
766196322,1
766196323,5
766196324,1
766196325,6
766196326,1
766196327,1
766196328,1
766196329,1
766196330,0
766196331,1
766196332,4
766196333,1
766196334,1
766196335,4
766196336,4
766196337,1
766196338,1
766196339,1
766196340,1
766196341,1
766196342,1
766196343,1
766196344,1
766196345,1
766196346,3
766196347,4
766196348,4
766196349,1
766196350,1
766196351,4
766196352,1
766196353,4
766196354,1
766196355,4
766196356,1
766196357,1
766196358,4
766196359,2
766196360,4
766196361,1
766196362,4
766196363,1
766196364,1
766196365,4
766196366,1
766196367,4
766196368,1
766196369,1
766196370,1
766196371,1
766196372,1
766196373,1
766196374,1
766196375,1
766196376,1
766196377,4
766196378,4
766196379,1
766196380,1
766196381,1
766196382,4
766196383,4
766196384,4
766196385,4
766196386,1
766196387,4
766196388,1
766196389,1
766196390,1
766196391,1
766196392,1
766196393,1
766196394,1
766196395,6
766196396,1
766196397,1
766196398,1
766196399,5
766196400,4
766196401,1
766196402,4
766196403,1
766196404,1
766196405,1
766196406,1
766196407,5
766196408,4
766196409,5
766196410,1
766196411,1
766196412,1
766196413,1
766196414,1
766196415,1
766196416,2
766196417,2
766196418,1
766196419,1
766196420,1
766196421,4
766196422,6
766196423,1
766196424,4
766196425,4
766196426,1
766196427,1
766196428,5
766196429,1
766196430,1
766196431,1
766196432,1
766196433,4
766196434,1
766196435,1
766196436,1
766196437,1
766196438,1
766196439,1
766196440,1
766196441,4
766196442,1
766196443,1
766196444,1
766196445,4
766196446,1
766196447,1
766196448,1
766196449,1
766196450,1
766196451,1
766196452,4
766196453,1
766196454,1
766196455,4
766196456,4
766196457,4
766196458,4
766196459,1
766196460,4
766196461,1
766196462,1
766196463,1
766196464,1
766196465,1
766196466,1
766196467,1
766196468,1
766196469,1
766196470,1
766196471,4
766196472,4
766196473,1
766196474,4
766196475,1
766196476,1
766196477,2
766196478,1
766196479,1
766196480,1
766196481,1
766196482,4
766196483,1
766196484,4
766196485,0
766196486,2
766196487,4
766196488,1
766196489,4
766196490,1
766196491,1
766196492,2
766196493,1
766196494,1
766196495,1
766196496,1
766196497,1
766196498,1
766196499,1
766196500,1
766196501,5
766196502,1
766196503,1
766196504,4
766196505,1
766196506,1
766196507,4
766196508,1
766196509,1
766196510,1
766196511,1
766196512,1
766196513,4
766196514,5
766196515,4
766196516,1
766196517,5
766196518,1
766196519,2
766196520,1
766196521,1
766196522,1
766196523,1
766196524,1
766196525,1
766196526,1
766196527,2
766196528,4
766196529,1
766196530,1
766196531,1
766196532,1
766196533,1
766196534,1
766196535,4
766196536,1
766196537,1
766196538,4
766196539,1
766196540,1
766196541,1
766196542,1
766196543,2
766196544,1
766196545,1
766196546,4
766196547,1
766196548,1
766196549,1
766196550,1
766196551,5
766196552,1
766196553,1
766196554,4
766196555,1
766196556,1
766196557,1
766196558,4
766196559,4
766196560,1
766196561,2
766196562,1
766196563,1
766196564,1
766196565,1
766196566,1
766196567,1
766196568,2
766196569,0
766196570,1
766196571,4
766196572,1
766196573,1
766196574,1
766196575,1
766196576,2
766196577,0
766196578,1
766196579,1
766196580,1
766196581,1
766196582,1
766196583,1
766196584,1
766196585,4
766196586,6
766196587,1
766196588,1
766196589,1
766196590,2
766196591,2
766196592,1
766196593,1
766196594,1
766196595,4
766196596,1
766196597,1
766196598,1
766196599,4
766196600,1
766196601,0
766196602,0
766196603,1
766196604,1
766196605,1
766196606,4
766196607,1
766196608,1
766196609,1
766196610,2
766196611,1
766196612,4
766196613,1
766196614,1
766196615,1
766196616,4
766196617,2
766196618,1
766196619,1
766196620,1
766196621,1
766196622,1
766196623,1
766196624,2
766196625,1
766196626,4
766196627,1
766196628,1
766196629,1
766196630,1
766196631,1
766196632,1
766196633,4
766196634,1
766196635,4
766196636,1
766196637,4
766196638,1
766196639,1
766196640,1
766196641,2
766196642,4
766196643,1
766196644,1
766196645,4
766196646,0
766196647,1
766196648,1
766196649,1
766196650,0
766196651,1
766196652,1
766196653,1
766196654,1
766196655,1
766196656,1
766196657,6
766196658,4
766196659,4
766196660,6
766196661,1
766196662,1
766196663,1
766196664,1
766196665,1
766196666,1
766196667,1
766196668,1
766196669,1
766196670,1
766196671,2
766196672,1
766196673,1
766196674,4
766196675,1
766196676,1
766196677,4
766196678,1
766196679,1
766196680,4
766196681,4
766196682,1
766196683,1
766196684,1
766196685,2
766196686,4
766196687,4
766196688,1
766196689,1
766196690,1
766196691,1
766196692,1
766196693,1
766196694,1
766196695,0
766196696,1
766196697,1
766196698,2
766196699,1
766196700,1
766196701,1
766196702,1
766196703,4
766196704,0
766196705,1
766196706,1
766196707,4
766196708,1
766196709,1
766196710,1
766196711,4
766196712,1
766196713,4
766196714,0
766196715,1
766196716,0
766196717,1
766196718,4
766196719,1
766196720,1
766196721,4
766196722,1
766196723,1
766196724,1
766196725,1
766196726,1
766196727,1
766196728,1
766196729,1
766196730,1
766196731,1
766196732,4
766196733,1
766196734,1
766196735,5
766196736,1
766196737,1
766196738,2
766196739,1
766196740,4
766196741,1
766196742,1
766196743,1
766196744,1
766196745,4
766196746,1
766196747,4
766196748,4
766196749,4
766196750,1
766196751,1
766196752,4
766196753,1
766196754,1
766196755,1
766196756,4
766196757,1
766196758,1
766196759,3
766196760,1
766196761,1
766196762,4
766196763,1
766196764,1
766196765,1
766196766,2
766196767,4
766196768,2
766196769,1
766196770,1
766196771,1
766196772,1
766196773,4
766196774,4
766196775,1
766196776,1
766196777,0
766196778,1
766196779,1
766196780,1
766196781,5
766196782,1
766196783,1
766196784,2
766196785,1
766196786,1
766196787,2
766196788,4
766196789,1
766196790,1
766196791,1
766196792,2
766196793,1
766196794,1
766196795,1
766196796,4
766196797,1
766196798,1
766196799,1
766196800,0
766196801,4
766196802,2
766196803,1
766196804,1
766196805,1
766196806,4
766196807,1
766196808,1
766196809,1
766196810,4
766196811,1
766196812,1
766196813,4
766196814,1
766196815,1
766196816,1
766196817,1
766196818,1
766196819,1
766196820,1
766196821,1
766196822,1
766196823,1
766196824,1
766196825,1
766196826,1
766196827,1
766196828,1
766196829,1
766196830,1
766196831,1
766196832,1
766196833,1
766196834,1
766196835,1
766196836,1
766196837,1
766196838,1
766196839,1
766196840,1
766196841,1
766196842,1
766196843,1
766196844,1
766196845,1
766196846,1
766196847,1
766196848,1
766196849,1
766196850,1
766196851,1
766196852,1
766196853,1
766196854,1
766196855,1
766196856,1
766196857,4
766196858,1
766196859,1
766196860,4
766196861,1
766196862,1
766196863,1
766196864,1
766196865,1
766196866,1
766196867,4
766196868,1
766196869,4
766196870,1
766196871,1
766196872,1
766196873,2
766196874,1
766196875,1
766196876,1
766196877,1
766196878,1
766196879,1
766196880,1
766196881,1
766196882,1
766196883,1
766196884,1
766196885,1
766196886,1
766196887,1
766196888,1
766196889,0
766196890,1
766196891,4
766196892,1
766196893,1
766196894,2
766196895,0
766196896,4
766196897,5
766196898,1
766196899,4
766196900,1
766196901,4
766196902,1
766196903,1
766196904,1
766196905,0
766196906,1
766196907,1
766196908,1
766196909,1
766196910,0
766196911,4
766196912,6
766196913,1
766196914,3
766196915,1
766196916,0
766196917,1
766196918,1
766196919,1
766196920,1
766196921,1
766196922,1
766196923,5
766196924,1
766196925,1
766196926,4
766196927,0
766196928,1
766196929,1
766196930,1
766196931,4
766196932,0
766196933,2
766196934,4
766196935,2
766196936,4
766196937,1
766196938,2
766196939,2
766196940,1
766196941,2
766196942,1
766196943,1
766196944,1
766196945,1
766196946,1
766196947,1
766196948,1
766196949,1
766196950,4
766196951,4
766196952,1
766196953,1
766196954,2
766196955,0
766196956,1
766196957,4
766196958,1
766196959,1
766196960,4
766196961,1
766196962,1
766196963,0
766196964,1
766196965,1
766196966,1
766196967,0
766196968,1
766196969,1
766196970,4
766196971,1
766196972,1
766196973,1
766196974,1
766196975,4
766196976,1
766196977,1
766196978,1
766196979,1
766196980,2
766196981,4
766196982,1
766196983,1
766196984,1
766196985,1
766196986,1
766196987,4
766196988,1
766196989,1
766196990,1
766196991,4
766196992,4
766196993,1
766196994,1
766196995,4
766196996,4
766196997,5
766196998,4
766196999,4
766197000,1
766197001,4
766197002,4
766197003,4
766197004,4
766197005,4
766197006,4
766197007,4
766197008,4
766197009,4
766197010,4
766197011,5
766197012,4
766197013,4
766197014,4
766197015,4
766197016,4
766197017,4
766197018,1
766197019,1
766197020,1
766197021,1
766197022,1
766197023,1
766197024,1
766197025,1
766197026,1
766197027,4
766197028,1
766197029,1
766197030,1
766197031,1
766197032,4
766197033,1
766197034,1
766197035,1
766197036,1
766197037,1
766197038,1
766197039,1
766197040,4
766197041,1
766197042,4
766197043,4
766197044,4
766197045,2
766197046,1
766197047,1
766197048,1
766197049,1
766197050,1
766197051,1
766197052,1
766197053,2
766197054,1
766197055,1
766197056,4
766197057,6
766197058,1
766197059,4
766197060,1
766197061,1
766197062,1
766197063,1
766197064,1
766197065,1
766197066,4
766197067,4
766197068,1
766197069,4
766197070,1
766197071,4
766197072,1
766197073,4
766197074,5
766197075,5
766197076,3
766197077,1
766197078,1
766197079,1
766197080,1
766197081,4
766197082,4
766197083,1
766197084,1
766197085,1
766197086,1
766197087,1
766197088,1
766197089,1
766197090,2
766197091,1
766197092,1
766197093,1
766197094,4
766197095,1
766197096,1
766197097,1
766197098,1
766197099,1
766197100,1
766197101,4
766197102,1
766197103,1
766197104,4
766197105,1
766197106,2
766197107,4
766197108,1
766197109,1
766197110,2
766197111,1
766197112,1
766197113,5
766197114,1
766197115,1
766197116,1
766197117,3
766197118,1
766197119,4
766197120,1
766197121,1
766197122,1
766197123,1
766197124,1
766197125,4
766197126,1
766197127,5
766197128,4
766197129,1
766197130,4
766197131,1
766197132,1
766197133,1
766197134,1
766197135,1
766197136,1
766197137,1
766197138,1
766197139,1
766197140,1
766197141,1
766197142,1
766197143,1
766197144,1
766197145,1
766197146,1
766197147,1
